商品ID,平均販売数量,総販売数量,販売回数,販売数量標準偏差,商品カテゴリID,利益重視スコア,数量重視スコア,商品利益カテゴリ,商品数量カテゴリ
5602370,1.2088068181818181,851.0,704,0.4863797779251304,560,0.24176136363636364,170.20000000000002,低利益,低数量
5602371,1.0128205128205128,79.0,78,0.11322770341445956,560,0.20256410256410257,15.8,低利益,低数量
5602372,1.0135135135135136,75.0,74,0.11624763874381927,560,0.20270270270270274,15.0,低利益,低数量
5602373,1.2147239263803682,594.0,489,0.5090452082448184,560,0.24294478527607366,118.80000000000001,低利益,低数量
5602374,1.0,37.0,37,0.0,560,0.2,7.4,低利益,低数量
5602375,1.0617283950617284,86.0,81,0.28920922410711936,560,0.2123456790123457,17.2,低利益,低数量
5602376,1.0,8.0,8,0.0,560,0.2,1.6,低利益,低数量
5602377,1.0158730158730158,128.0,126,0.12548319308190936,560,0.20317460317460317,25.6,低利益,低数量
5602378,1.0,14.0,14,0.0,560,0.2,2.8000000000000003,低利益,低数量
5602379,1.0,51.0,51,0.0,560,0.2,10.200000000000001,低利益,低数量
5602380,1.0675675675675675,395.0,370,0.2720533723879776,560,0.21351351351351353,79.0,低利益,低数量
5602381,1.018987341772152,161.0,158,0.1369140781910376,560,0.2037974683544304,32.2,低利益,低数量
5602382,1.0,8.0,8,0.0,560,0.2,1.6,低利益,低数量
5602383,1.1032608695652173,203.0,184,0.3390604462629116,560,0.22065217391304348,40.6,低利益,低数量
5602384,1.2032085561497325,450.0,374,0.49813633838097404,560,0.24064171122994651,90.0,低利益,低数量
5602385,1.1104815864022664,392.0,353,0.3794853652193428,560,0.2220963172804533,78.4,低利益,低数量
5602386,1.0092592592592593,109.0,108,0.09622504486493766,560,0.20185185185185187,21.8,低利益,低数量
5602387,1.0,30.0,30,0.0,560,0.2,6.0,低利益,低数量
5602388,1.1587301587301588,219.0,189,0.40762738015704747,560,0.23174603174603178,43.800000000000004,低利益,低数量
5602389,1.0,32.0,32,0.0,560,0.2,6.4,低利益,低数量
5602390,1.0384615384615385,27.0,26,0.19611613513818402,560,0.20769230769230773,5.4,低利益,低数量
5602391,1.0842105263157895,206.0,190,0.33056494514299833,560,0.21684210526315792,41.2,低利益,低数量
5602392,1.1481481481481481,186.0,162,0.38965221349431783,560,0.22962962962962963,37.2,低利益,低数量
5602393,1.0,4.0,4,0.0,560,0.2,0.8,低利益,低数量
5602394,1.0,18.0,18,0.0,560,0.2,3.6,低利益,低数量
5602395,1.0,26.0,26,0.0,560,0.2,5.2,低利益,低数量
5602396,1.0,34.0,34,0.0,560,0.2,6.800000000000001,低利益,低数量
5602397,1.0,18.0,18,0.0,560,0.2,3.6,低利益,低数量
5602398,1.0,14.0,14,0.0,560,0.2,2.8000000000000003,低利益,低数量
5602399,1.0,53.0,53,0.0,560,0.2,10.600000000000001,低利益,低数量
5602400,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602401,1.0,18.0,18,0.0,560,0.2,3.6,低利益,低数量
5602402,1.0491803278688525,64.0,61,0.21803894974650143,560,0.20983606557377052,12.8,低利益,低数量
5602403,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602404,1.0,19.0,19,0.0,560,0.2,3.8000000000000003,低利益,低数量
5602405,1.0,55.0,55,0.0,560,0.2,11.0,低利益,低数量
5602406,1.0,8.0,8,0.0,560,0.2,1.6,低利益,低数量
5602407,1.0,7.0,7,0.0,560,0.2,1.4000000000000001,低利益,低数量
5602408,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602409,1.0,2.0,2,0.0,560,0.2,0.4,低利益,低数量
5602410,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602411,1.0425531914893618,49.0,47,0.20402970888857874,560,0.20851063829787236,9.8,低利益,低数量
5602412,1.0416666666666667,100.0,96,0.24779731389167603,560,0.20833333333333337,20.0,低利益,低数量
5602413,1.0740740740740742,29.0,27,0.26688025634181184,560,0.21481481481481485,5.800000000000001,低利益,低数量
5602414,1.0650887573964498,180.0,169,0.24741549385404707,560,0.21301775147928997,36.0,低利益,低数量
5602415,1.0526315789473684,20.0,19,0.22941573387056174,560,0.21052631578947367,4.0,低利益,低数量
5602416,1.038709677419355,161.0,155,0.1935274391680266,560,0.207741935483871,32.2,低利益,低数量
5602417,1.0,23.0,23,0.0,560,0.2,4.6000000000000005,低利益,低数量
5602418,1.2403755868544601,1321.0,1065,0.533170268763801,560,0.24807511737089205,264.2,低利益,低数量
5602419,1.0057471264367817,175.0,174,0.07580980435789032,560,0.20114942528735635,35.0,低利益,低数量
5602420,1.1143790849673203,341.0,306,0.40080546782265464,560,0.22287581699346407,68.2,低利益,低数量
5602421,1.094420600858369,255.0,233,0.3211156923129688,560,0.2188841201716738,51.0,低利益,低数量
5602422,1.1016949152542372,650.0,590,0.35420899963724345,560,0.22033898305084745,130.0,低利益,低数量
5602423,1.2146814404432134,877.0,722,0.4908657707538625,560,0.24293628808864268,175.4,低利益,低数量
5602424,1.0113636363636365,89.0,88,0.10660035817780522,560,0.2022727272727273,17.8,低利益,低数量
5602425,1.0252707581227436,284.0,277,0.19802562318779846,560,0.20505415162454874,56.800000000000004,低利益,低数量
5602426,1.0,59.0,59,0.0,560,0.2,11.8,低利益,低数量
5602427,1.1327433628318584,512.0,452,0.3826486008463719,560,0.22654867256637168,102.4,低利益,低数量
5602428,1.0232558139534884,88.0,86,0.15159886590034524,560,0.2046511627906977,17.6,低利益,低数量
5602429,1.0256410256410255,40.0,39,0.16012815380508716,560,0.20512820512820512,8.0,低利益,低数量
5602430,1.1666666666666667,245.0,210,0.45446570273248055,560,0.23333333333333336,49.0,低利益,低数量
5602431,1.0714285714285714,120.0,112,0.2914482543129825,560,0.2142857142857143,24.0,低利益,低数量
5602432,1.0,42.0,42,0.0,560,0.2,8.4,低利益,低数量
5602433,1.0,39.0,39,0.0,560,0.2,7.800000000000001,低利益,低数量
5602434,1.137546468401487,306.0,269,0.3859026086881661,560,0.22750929368029743,61.2,低利益,低数量
5602435,1.0,60.0,60,0.0,560,0.2,12.0,低利益,低数量
5602436,1.0,67.0,67,0.0,560,0.2,13.4,低利益,低数量
5602437,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602438,1.0757575757575757,71.0,66,0.2666375275454884,560,0.21515151515151515,14.200000000000001,低利益,低数量
5602439,1.0,73.0,73,0.0,560,0.2,14.600000000000001,低利益,低数量
5602440,1.0,10.0,10,0.0,560,0.2,2.0,低利益,低数量
5602441,1.0330578512396693,125.0,121,0.2211290836261579,560,0.20661157024793386,25.0,低利益,低数量
5602442,1.0,27.0,27,0.0,560,0.2,5.4,低利益,低数量
5602443,1.0,27.0,27,0.0,560,0.2,5.4,低利益,低数量
5602444,1.0476190476190477,22.0,21,0.21821789023599236,560,0.20952380952380956,4.4,低利益,低数量
5602445,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602446,1.0,2.0,2,0.0,560,0.2,0.4,低利益,低数量
5602447,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602448,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602449,1.0268456375838926,153.0,149,0.19953692081417643,560,0.20536912751677852,30.6,低利益,低数量
5602450,1.1686046511627908,603.0,516,0.4457597318527456,560,0.23372093023255816,120.60000000000001,低利益,低数量
5602451,1.0687022900763359,140.0,131,0.25391820895884776,560,0.2137404580152672,28.0,低利益,低数量
5602452,1.0740740740740742,145.0,135,0.28986949275543467,560,0.21481481481481485,29.0,低利益,低数量
5602453,1.0222222222222221,46.0,45,0.149071198499986,560,0.20444444444444443,9.200000000000001,低利益,低数量
5602454,1.147186147186147,530.0,462,0.40062679197156464,560,0.22943722943722944,106.0,低利益,低数量
5602455,1.0394736842105263,79.0,76,0.19601288894248498,560,0.20789473684210527,15.8,低利益,低数量
5602456,1.0289855072463767,71.0,69,0.16899482177531736,560,0.20579710144927535,14.200000000000001,低利益,低数量
5602457,1.1142857142857143,39.0,35,0.40376380482162294,560,0.22285714285714286,7.800000000000001,低利益,低数量
5602458,1.204724409448819,459.0,381,0.4813126133239355,560,0.24094488188976382,91.80000000000001,低利益,低数量
5602459,1.0892857142857142,61.0,56,0.28773635118317575,560,0.21785714285714286,12.200000000000001,低利益,低数量
5602460,1.032258064516129,32.0,31,0.1796053020267749,560,0.2064516129032258,6.4,低利益,低数量
5602461,1.0212765957446808,48.0,47,0.14586499149789459,560,0.20425531914893616,9.600000000000001,低利益,低数量
5602462,1.0,27.0,27,0.0,560,0.2,5.4,低利益,低数量
5602463,1.0555555555555556,95.0,90,0.23034469096157242,560,0.21111111111111114,19.0,低利益,低数量
5602464,1.1346153846153846,59.0,52,0.3446422500840349,560,0.22692307692307692,11.8,低利益,低数量
5602465,1.1089494163424125,285.0,257,0.3477012476071214,560,0.2217898832684825,57.0,低利益,低数量
5602466,1.1642651296829971,404.0,347,0.4355479162004548,560,0.23285302593659943,80.80000000000001,低利益,低数量
5602467,1.148936170212766,216.0,188,0.3857750531409412,560,0.22978723404255322,43.2,低利益,低数量
5602468,1.0,21.0,21,0.0,560,0.2,4.2,低利益,低数量
5602469,1.0161290322580645,63.0,62,0.12700012700019053,560,0.20322580645161292,12.600000000000001,低利益,低数量
5602470,1.1501103752759383,521.0,453,0.4094905492367798,560,0.23002207505518768,104.2,低利益,低数量
5602471,1.0884615384615384,283.0,260,0.32266616512032076,560,0.21769230769230768,56.6,低利益,低数量
5602472,1.2435530085959885,434.0,349,0.5149991470513552,560,0.2487106017191977,86.80000000000001,低利益,低数量
5602473,1.0,37.0,37,0.0,560,0.2,7.4,低利益,低数量
5602474,1.0317460317460319,65.0,63,0.25197631533948484,560,0.2063492063492064,13.0,低利益,低数量
5602475,1.0857142857142856,114.0,105,0.31361066364466683,560,0.21714285714285714,22.8,低利益,低数量
5602476,1.121212121212121,74.0,66,0.37273011540220224,560,0.22424242424242424,14.8,低利益,低数量
5602477,1.0,58.0,58,0.0,560,0.2,11.600000000000001,低利益,低数量
5602478,1.0833333333333333,39.0,36,0.280305955290694,560,0.21666666666666667,7.800000000000001,低利益,低数量
5602479,1.0163934426229508,62.0,61,0.12803687993289595,560,0.2032786885245902,12.4,低利益,低数量
5602480,1.1286307053941909,272.0,241,0.38194921200763104,560,0.22572614107883818,54.400000000000006,低利益,低数量
5602481,1.0628930817610063,169.0,159,0.2435376037607046,560,0.21257861635220127,33.800000000000004,低利益,低数量
5602482,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602483,1.0413223140495869,126.0,121,0.23793186051458912,560,0.2082644628099174,25.200000000000003,低利益,低数量
5602484,1.0,22.0,22,0.0,560,0.2,4.4,低利益,低数量
5602485,1.0297029702970297,104.0,101,0.1706133373775014,560,0.20594059405940596,20.8,低利益,低数量
5602486,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602487,1.0666666666666667,80.0,75,0.2511236011669613,560,0.21333333333333335,16.0,低利益,低数量
5602488,1.0,35.0,35,0.0,560,0.2,7.0,低利益,低数量
5602489,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602490,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602491,1.1188405797101448,386.0,345,0.3740396083051341,560,0.22376811594202897,77.2,低利益,低数量
5602492,1.1478696741854637,458.0,399,0.38916122023438504,560,0.22957393483709276,91.60000000000001,低利益,低数量
5602493,1.1485714285714286,201.0,175,0.37245028100762684,560,0.22971428571428573,40.2,低利益,低数量
5602494,1.08,135.0,125,0.27238492687205884,560,0.21600000000000003,27.0,低利益,低数量
5602495,1.0,60.0,60,0.0,560,0.2,12.0,低利益,低数量
5602496,1.13215859030837,257.0,227,0.3993093722138601,560,0.226431718061674,51.400000000000006,低利益,低数量
5602497,1.062015503875969,137.0,129,0.27248675382071685,560,0.21240310077519384,27.400000000000002,低利益,低数量
5602498,1.107981220657277,236.0,213,0.32589811989536416,560,0.2215962441314554,47.2,低利益,低数量
5602499,1.1637426900584795,597.0,513,0.4468763418578798,560,0.23274853801169593,119.4,低利益,低数量
5602500,1.0,16.0,16,0.0,560,0.2,3.2,低利益,低数量
5602501,1.0238095238095237,43.0,42,0.1543033499620919,560,0.20476190476190476,8.6,低利益,低数量
5602502,1.0,60.0,60,0.0,560,0.2,12.0,低利益,低数量
5602503,1.0,50.0,50,0.0,560,0.2,10.0,低利益,低数量
5602504,1.0,40.0,40,0.0,560,0.2,8.0,低利益,低数量
5602505,1.0,34.0,34,0.0,560,0.2,6.800000000000001,低利益,低数量
5602506,1.0,23.0,23,0.0,560,0.2,4.6000000000000005,低利益,低数量
5602507,1.0,25.0,25,0.0,560,0.2,5.0,低利益,低数量
5602508,1.0,20.0,20,0.0,560,0.2,4.0,低利益,低数量
5602509,1.0363636363636364,114.0,110,0.18804999956202983,560,0.20727272727272728,22.8,低利益,低数量
5602510,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602511,1.027027027027027,38.0,37,0.16439898730535743,560,0.20540540540540542,7.6000000000000005,低利益,低数量
5602512,1.0,24.0,24,0.0,560,0.2,4.800000000000001,低利益,低数量
5602513,1.0,37.0,37,0.0,560,0.2,7.4,低利益,低数量
5602514,1.0,57.0,57,0.0,560,0.2,11.4,低利益,低数量
5602515,1.0,47.0,47,0.0,560,0.2,9.4,低利益,低数量
5602516,1.0,33.0,33,0.0,560,0.2,6.6000000000000005,低利益,低数量
5602517,1.02,51.0,50,0.1414213562373095,560,0.20400000000000001,10.200000000000001,低利益,低数量
5602518,1.0,35.0,35,0.0,560,0.2,7.0,低利益,低数量
5602519,1.0,23.0,23,0.0,560,0.2,4.6000000000000005,低利益,低数量
5602520,1.0990990990990992,244.0,222,0.34180661768109083,560,0.21981981981981985,48.800000000000004,低利益,低数量
5602521,1.0,8.0,8,0.0,560,0.2,1.6,低利益,低数量
5602522,1.1145833333333333,214.0,192,0.36523797496907584,560,0.22291666666666665,42.800000000000004,低利益,低数量
5602523,1.0,5.0,5,0.0,560,0.2,1.0,低利益,低数量
5602524,1.0,9.0,9,0.0,560,0.2,1.8,低利益,低数量
5602525,1.1732283464566928,298.0,254,0.4550027266386854,560,0.23464566929133857,59.6,低利益,低数量
5602526,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602527,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602528,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602529,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602530,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602531,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602532,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602533,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602534,1.0,26.0,26,0.0,560,0.2,5.2,低利益,低数量
5602535,1.0,11.0,11,0.0,560,0.2,2.2,低利益,低数量
5602536,1.0,28.0,28,0.0,560,0.2,5.6000000000000005,低利益,低数量
5602537,1.118881118881119,320.0,286,0.37443778654554843,560,0.2237762237762238,64.0,低利益,低数量
5602538,1.0916666666666666,131.0,120,0.31744339357316803,560,0.21833333333333332,26.200000000000003,低利益,低数量
5602539,1.1134020618556701,108.0,97,0.31873083797938007,560,0.22268041237113403,21.6,低利益,低数量
5602540,1.2317596566523605,574.0,466,0.5015459049768243,560,0.24635193133047212,114.80000000000001,低利益,低数量
5602541,1.2252747252747254,223.0,182,0.48035286444996195,560,0.24505494505494507,44.6,低利益,低数量
5602542,1.1688654353562005,443.0,379,0.4339818472577107,560,0.23377308707124012,88.60000000000001,低利益,低数量
5602543,1.1736842105263159,446.0,380,0.4314082055960175,560,0.2347368421052632,89.2,低利益,低数量
5602544,1.2297029702970297,621.0,505,0.5026802279762979,560,0.24594059405940594,124.2,低利益,低数量
5602545,1.2066326530612246,473.0,392,0.49100021903735797,560,0.24132653061224493,94.60000000000001,低利益,低数量
5602546,1.0793650793650793,68.0,63,0.27247890131917835,560,0.21587301587301588,13.600000000000001,低利益,低数量
5602547,1.0,25.0,25,0.0,560,0.2,5.0,低利益,低数量
5602548,1.0,25.0,25,0.0,560,0.2,5.0,低利益,低数量
5602549,1.0,45.0,45,0.0,560,0.2,9.0,低利益,低数量
5602550,1.018181818181818,56.0,55,0.1348399724926484,560,0.20363636363636362,11.200000000000001,低利益,低数量
5602551,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602552,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602553,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602554,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602555,1.0,25.0,25,0.0,560,0.2,5.0,低利益,低数量
5602556,1.0,23.0,23,0.0,560,0.2,4.6000000000000005,低利益,低数量
5602557,1.0,8.0,8,0.0,560,0.2,1.6,低利益,低数量
5602558,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602559,1.0,2.0,2,0.0,560,0.2,0.4,低利益,低数量
5602560,1.0,5.0,5,0.0,560,0.2,1.0,低利益,低数量
5602561,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602562,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602563,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602564,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602565,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602566,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602567,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602568,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602569,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602570,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602571,1.1895734597156398,251.0,211,0.4801639680824042,560,0.23791469194312798,50.2,低利益,低数量
5602572,1.1478260869565218,264.0,230,0.4229957263015047,560,0.22956521739130437,52.800000000000004,低利益,低数量
5602573,1.141025641025641,178.0,156,0.36718138171785286,560,0.2282051282051282,35.6,低利益,低数量
5602574,1.0389610389610389,80.0,77,0.1947710154567775,560,0.20779220779220778,16.0,低利益,低数量
5602575,1.1461187214611872,251.0,219,0.4025389656518766,560,0.22922374429223746,50.2,低利益,低数量
5602576,1.1221374045801527,147.0,131,0.3926811343602373,560,0.22442748091603054,29.400000000000002,低利益,低数量
5602577,1.1217391304347826,129.0,115,0.37807977638988666,560,0.22434782608695653,25.8,低利益,低数量
5602578,1.0909090909090908,48.0,44,0.29080336345115265,560,0.21818181818181817,9.600000000000001,低利益,低数量
5602579,1.140625,146.0,128,0.4111511590529098,560,0.22812500000000002,29.200000000000003,低利益,低数量
5602580,1.065217391304348,49.0,46,0.24963741822833801,560,0.21304347826086958,9.8,低利益,低数量
5602581,1.0,54.0,54,0.0,560,0.2,10.8,低利益,低数量
5602582,1.330232558139535,572.0,430,0.6051584329805106,560,0.266046511627907,114.4,低利益,低数量
5602583,1.0847457627118644,64.0,59,0.33672538658841145,560,0.2169491525423729,12.8,低利益,低数量
5602584,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602585,1.2264957264957266,287.0,234,0.5199691576183753,560,0.24529914529914532,57.400000000000006,低利益,低数量
5602586,1.0227272727272727,45.0,44,0.15075567228888184,560,0.20454545454545456,9.0,低利益,低数量
5602587,1.0,17.0,17,0.0,560,0.2,3.4000000000000004,低利益,低数量
5602588,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602589,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602590,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602591,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602592,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602593,1.0,11.0,11,0.0,560,0.2,2.2,低利益,低数量
5602594,1.0,5.0,5,0.0,560,0.2,1.0,低利益,低数量
5602595,1.0,6.0,6,0.0,560,0.2,1.2000000000000002,低利益,低数量
5602596,1.0,7.0,7,0.0,560,0.2,1.4000000000000001,低利益,低数量
5602597,1.0,10.0,10,0.0,560,0.2,2.0,低利益,低数量
5602598,1.0,13.0,13,0.0,560,0.2,2.6,低利益,低数量
5602599,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602600,1.0,19.0,19,0.0,560,0.2,3.8000000000000003,低利益,低数量
5602601,1.4817518248175183,203.0,137,0.6977083262685343,560,0.2963503649635037,40.6,低利益,低数量
5602602,1.2937293729372936,392.0,303,0.5836006238069692,560,0.25874587458745874,78.4,低利益,低数量
5602603,1.0,12.0,12,0.0,560,0.2,2.4000000000000004,低利益,低数量
5602604,1.0891089108910892,110.0,101,0.28632184342065486,560,0.21782178217821785,22.0,低利益,低数量
5602605,1.3846153846153846,18.0,13,0.6504436355879909,560,0.27692307692307694,3.6,低利益,低数量
5602606,1.037037037037037,28.0,27,0.19245008972987526,560,0.2074074074074074,5.6000000000000005,低利益,低数量
5602607,1.0740740740740742,29.0,27,0.266880256341812,560,0.21481481481481485,5.800000000000001,低利益,低数量
5602608,1.0434782608695652,24.0,23,0.20851441405707474,560,0.20869565217391306,4.800000000000001,低利益,低数量
5602609,1.054054054054054,39.0,37,0.22924343513512563,560,0.2108108108108108,7.800000000000001,低利益,低数量
5602610,1.1846153846153846,154.0,130,0.4787680473593988,560,0.23692307692307693,30.8,低利益,低数量
5602611,1.1,11.0,10,0.31622776601683794,560,0.22000000000000003,2.2,低利益,低数量
5602612,1.0,20.0,20,0.0,560,0.2,4.0,低利益,低数量
5602613,1.0588235294117647,18.0,17,0.24253562503633297,560,0.21176470588235297,3.6,低利益,低数量
5602614,1.0625,51.0,48,0.2446230273950408,560,0.21250000000000002,10.200000000000001,低利益,低数量
5602615,1.0833333333333333,39.0,36,0.2803059552906941,560,0.21666666666666667,7.800000000000001,低利益,低数量
5602616,1.0,8.0,8,0.0,560,0.2,1.6,低利益,低数量
5602617,1.0,13.0,13,0.0,560,0.2,2.6,低利益,低数量
5602618,1.1538461538461537,15.0,13,0.3755338080994054,560,0.23076923076923075,3.0,低利益,低数量
5602619,1.32,33.0,25,0.47609522856952335,560,0.264,6.6000000000000005,低利益,低数量
5602620,1.1538461538461537,15.0,13,0.3755338080994054,560,0.23076923076923075,3.0,低利益,低数量
5602621,1.5,24.0,16,0.7302967433402214,560,0.30000000000000004,4.800000000000001,低利益,低数量
5602622,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602623,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602624,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602625,1.125,9.0,8,0.3535533905932738,560,0.225,1.8,低利益,低数量
5602626,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602627,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602646,1.0,3.0,3,0.0,560,0.2,0.6000000000000001,低利益,低数量
5602647,1.0,1.0,1,,560,0.2,0.2,低利益,低数量
5602654,1.0,3.0,3,0.0,560,0.2,0.6000000000000001,低利益,低数量
6000001,1.0347682119205297,625.0,604,0.1921764475194833,600,0.20695364238410596,125.0,低利益,低数量
6000002,1.0628930817610063,169.0,159,0.2682699988698087,600,0.21257861635220127,33.800000000000004,低利益,低数量
6000003,1.0129449838187703,313.0,309,0.11322056489013797,600,0.20258899676375408,62.6,低利益,低数量
6000004,1.005952380952381,169.0,168,0.07715167498104594,600,0.2011904761904762,33.800000000000004,低利益,低数量
6000005,1.0043478260869565,231.0,230,0.06593804733957871,600,0.2008695652173913,46.2,低利益,低数量
6000006,1.0555555555555556,152.0,144,0.22986094238920377,600,0.21111111111111114,30.400000000000002,低利益,低数量
6000007,1.0075757575757576,133.0,132,0.0870388279778489,600,0.20151515151515154,26.6,低利益,低数量
6000008,1.0512820512820513,164.0,156,0.24873542868320292,600,0.2102564102564103,32.800000000000004,低利益,低数量
6000009,1.0153846153846153,132.0,130,0.12355304447984486,600,0.20307692307692307,26.400000000000002,低利益,低数量
6000010,1.0,200.0,200,0.0,600,0.2,40.0,低利益,低数量
6000011,1.0,112.0,112,0.0,600,0.2,22.400000000000002,低利益,低数量
6000012,1.04,156.0,150,0.19661566092456972,600,0.20800000000000002,31.200000000000003,低利益,低数量
6000013,1.0064102564102564,157.0,156,0.08006407690254357,600,0.2012820512820513,31.400000000000002,低利益,低数量
6000014,1.0510204081632653,103.0,98,0.22117068930131153,600,0.21020408163265306,20.6,低利益,低数量
6000015,1.0123456790123457,164.0,162,0.11076550806205042,600,0.20246913580246917,32.800000000000004,低利益,低数量
6000016,1.0360824742268042,201.0,194,0.212893009695636,600,0.20721649484536087,40.2,低利益,低数量
6000017,1.0125786163522013,161.0,159,0.11179894836849429,600,0.20251572327044026,32.2,低利益,低数量
6000018,1.03003003003003,343.0,333,0.1709267765767047,600,0.20600600600600602,68.60000000000001,低利益,低数量
6000019,1.0085470085470085,118.0,117,0.09245003270420485,600,0.20170940170940171,23.6,低利益,低数量
6000020,1.037037037037037,252.0,243,0.18924236358783025,600,0.2074074074074074,50.400000000000006,低利益,低数量
6000021,1.0886075949367089,258.0,237,0.3391117541555871,600,0.2177215189873418,51.6,低利益,低数量
6000022,1.0661764705882353,290.0,272,0.3025648265715501,600,0.21323529411764708,58.0,低利益,低数量
6000023,1.1323529411764706,231.0,204,0.41774948646238075,600,0.22647058823529412,46.2,低利益,低数量
6000024,1.0194805194805194,157.0,154,0.13865739131776794,600,0.2038961038961039,31.400000000000002,低利益,低数量
6000025,1.0597014925373134,142.0,134,0.2675759755742704,600,0.21194029850746268,28.400000000000002,低利益,低数量
6000026,1.0425531914893618,147.0,141,0.2352002315818805,600,0.20851063829787236,29.400000000000002,低利益,低数量
6000027,1.0666666666666667,208.0,195,0.30572993045825064,600,0.21333333333333335,41.6,低利益,低数量
6000028,1.0387931034482758,241.0,232,0.19351904130129183,600,0.20775862068965517,48.2,低利益,低数量
6000029,1.1063829787234043,52.0,47,0.3749807272259927,600,0.22127659574468087,10.4,低利益,低数量
6000030,1.1578947368421053,44.0,38,0.4365909576432783,600,0.23157894736842108,8.8,低利益,低数量
6000031,1.0465116279069768,45.0,43,0.21308263231644634,600,0.2093023255813954,9.0,低利益,低数量
6000032,1.0,39.0,39,0.0,600,0.2,7.800000000000001,低利益,低数量
6000033,1.0,17.0,17,0.0,600,0.2,3.4000000000000004,低利益,低数量
6000034,1.0,48.0,48,0.0,600,0.2,9.600000000000001,低利益,低数量
6000035,1.0,29.0,29,0.0,600,0.2,5.800000000000001,低利益,低数量
6000036,1.0,28.0,28,0.0,600,0.2,5.6000000000000005,低利益,低数量
6000037,1.0393700787401574,132.0,127,0.23236447844635066,600,0.2078740157480315,26.400000000000002,低利益,低数量
6000038,1.025974025974026,79.0,77,0.2279211529192759,600,0.2051948051948052,15.8,低利益,低数量
6000039,1.0,66.0,66,0.0,600,0.2,13.200000000000001,低利益,低数量
6000040,1.032967032967033,188.0,182,0.17904284808002427,600,0.20659340659340664,37.6,低利益,低数量
6000041,1.0547945205479452,154.0,146,0.25679246733522654,600,0.21095890410958906,30.8,低利益,低数量
6000042,1.0,67.0,67,0.0,600,0.2,13.4,低利益,低数量
6000043,1.042857142857143,73.0,70,0.20399732064980203,600,0.2085714285714286,14.600000000000001,低利益,低数量
6000044,1.0434782608695652,72.0,69,0.2054251408446605,600,0.20869565217391306,14.4,低利益,低数量
6000045,1.055944055944056,151.0,143,0.25936606835051207,600,0.21118881118881122,30.200000000000003,低利益,低数量
6000046,1.048582995951417,259.0,247,0.23353943321023646,600,0.2097165991902834,51.800000000000004,低利益,低数量
6000047,1.053030303030303,139.0,132,0.22494762543583444,600,0.2106060606060606,27.8,低利益,低数量
6000048,1.0,9.0,9,0.0,600,0.2,1.8,低利益,低数量
6000049,1.0,11.0,11,0.0,600,0.2,2.2,低利益,低数量
6000050,1.0485933503836318,410.0,391,0.2152918492788931,600,0.20971867007672637,82.0,低利益,低数量
